Rice,June - July,November - December,Manual,Cut the paddy using a sickle at 80-85% maturity,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Kanchipuram",120-135,"Clay loam, Alluvial","Canal Irrigation, Tank Irrigation, Well Irrigation",Use high-yield varieties and proper spacing; Apply fertilizers based on soil test recommendations,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Cuddalore","Canal Irrigation, Tank Irrigation",Use high-yield varieties and proper spacing. Apply zinc sulphate.,"Thanjavur, Trichy, Nagapattinam",120,Clay loam,Canal Irrigation,Use high-yield varieties and proper spacing,Crop Name,Sowing Season,Harvesting Season,Harvesting Method,Harvesting Instructions,Suitable Districts,Duration (days),Soil Type,Irrigation Method,Yield Tips,"Thanjavur, Trichy, Nagapattinam, Thiruvarur",135,"Use high-yield varieties and proper spacing, manage water effectively","Use high-yield varieties, proper spacing, and integrated nutrient management",Use high-yield varieties and proper spacing. Apply fertilizers as per soil test recommendations.,"Thanjavur, Trichy, Madurai",Use high-yield varieties and proper spacing. Manage water effectively.,"Thanjavur, Trichy","Use high-yield varieties and proper spacing, manage pests and diseases effectively"
,,,,,,,,,,,,,,,,,,Marigold,Throughout the year,Throughout the year,Manual,Harvest when flowers are fully open.,"Coimbatore, Tirupur",90,Loamy soil,Well Irrigation,Provide regular irrigation and fertilizer application,,,,,,,,,
,,,,,,,,,,,,,,,,,,Marigold,Throughout the year,Throughout the year,Manual,Harvest at the right stage for optimal color and size.,"Erode, Namakkal",90,Loamy soil,Drip Irrigation,Control aphids and whiteflies,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rose,Throughout the year,Throughout the year,Manual,Harvest when buds are half open.,"Nilgiris, Dindigul",365,Loamy soil,Well Irrigation,Provide regular irrigation and fertilizer application,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rose,Throughout the year,Throughout the year,Manual,Harvest in the early morning for best fragrance.,"Madurai, Theni",365,Loamy soil,Drip Irrigation,Control thrips and black spot,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cardamom,June - July,October - November,Manual,Harvest when capsules are three-fourths ripe.,"Theni, Dindigul",270,Loamy soil,Well Irrigation,Provide shade and regular irrigation,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cardamom,June - July,October - November,Manual,Dry the capsules properly before storage.,"Tirunelveli, Kanyakumari",270,Loamy soil,Rainfed,Control thrips and capsule rot,,,,,,,,,
,,,,,,,,,,,,,,,,,,Coffee,April - May,November - December,Manual,Harvest when cherries are fully ripe and red.,"Dindigul, Theni",240,Loamy soil,Well Irrigation,Provide shade and regular irrigation,,,,,,,,,
,,,,,,,,,,,,,,,,,,Coffee,April - May,November - December,Manual,Pick the cherries carefully to avoid damage.,"Nilgiris, Coimbatore",240,Loamy soil,Rainfed,Control coffee berry borer,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rubber,Throughout the year,Throughout the year,Manual,Tap the trees carefully to avoid damage.,"Kanyakumari, Tirunelveli",365,Loamy soil,Rainfed,Control fungal diseases,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rubber,Throughout the year,Throughout the year,Manual,Collect the latex regularly.,"Coimbatore, Erode",365,Loamy soil,Well Irrigation,Apply fertilizers for better latex production,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sunflower,June - July,October - November,Manual,Harvest when back of the head turns yellow.,"Perambalur, Ariyalur",100,Loamy soil,Well Irrigation,Control head borer,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sunflower,January - February,April - May,Manual,Dry the heads properly before threshing.,"Trichy, Karur",90,Loamy soil,Drip Irrigation,Apply boron for better seed setting,,,,,,,,,
Groundnut,June - July,October - November,Manual/Mechanical,Uproot the plants when pods are mature; dry in the sun.,,105-120,"Sandy loam, Red soil",,,,"Well Irrigation, Rainfed",,,,,,,,,,,,,,,,,"Villupuram, Tiruvannamalai, Vellore, Salem",,,,Ensure adequate moisture at pod formation stage. Control leaf spot diseases.,,,,
Sugarcane,January - February,December - January (Next Year),Manual,Harvest cane by cutting near ground level when mature.,,300-365,"Loamy soil, Clay loam",,,,"Furrow Irrigation, Drip Irrigation",,,,,,,,,,,,,,,,,"Cuddalore, Villupuram, Erode, Karur",,,,Plant setts horizontally for better germination. Manage pests and diseases effectively.,,,,
Cotton,June - July,December - January,Manual,Pick bolls manually when fully open.,,180-200,"Black soil, Sandy loam",,,,"Well Irrigation, Rainfed",,,,,,,,,,,,,,,,,"Coimbatore, Tirupur, Erode, Madurai",,,,Use Bt cotton varieties. Control bollworms and sucking pests.,,,,
Maize,June - July,October - November,Manual/Mechanical,Harvest when the husks turn brown and kernels are hard.,,90-100,"Sandy loam, Red soil",,,,"Well Irrigation, Drip Irrigation",,,,,,,,,,,,,,,,,"Ariyalur, Perambalur, Salem, Namakkal",,,,Plant at optimal density. Apply zinc sulphate to correct zinc deficiency.,,,,
Blackgram,June - July,September - October,Manual,Harvest when pods turn black and dry.,,60-70,"Sandy loam, Black soil",,,,"Rainfed, Well Irrigation",,,,,,,,,,,,,,,,,"Thanjavur, Trichy, Nagapattinam, Madurai",,,,Ensure proper drainage. Control yellow mosaic virus.,,,,
Greengram,June - July,September - October,Manual,Harvest when pods turn yellow and dry.,,60-70,"Sandy loam, Red soil",,,,"Rainfed, Well Irrigation",,,,,,,,,,,,,,,,,"Dindigul, Theni, Madurai, Sivaganga",,,,Provide staking support to prevent lodging. Control pod borers.,,,,
Coconut,Throughout the year,Throughout the year,Manual,Climb the tree and cut down mature coconuts.,,-,"Sandy loam, Red soil",,,,Irrigation during summer months,,,,,,,,,,,,,,,,,"Coimbatore, Thanjavur, Kanyakumari, Pollachi",,,,Ensure proper drainage. Apply fertilizers regularly.,,,,
Banana,Throughout the year,12-15 months after planting,Manual,Cut the bunch when fruits are mature and slightly yellow.,,365-450,"Loamy soil, Clay loam",,,,"Drip Irrigation, Surface Irrigation",,,,,,,,,,,,,,,,,"Theni, Tiruchirappalli, Tuticorin, Karur",,,,Provide propping support to prevent lodging. Control Panama wilt.,,,,
Turmeric,April - May,January - February,Manual,Dig up the rhizomes when leaves turn yellow and dry.,,270-300,"Sandy loam, Red soil",,,,"Well Irrigation, Drip Irrigation",,,,,,,,,,,,,,,,,"Erode, Salem, Dharmapuri, Vellore",,,,Plant rhizomes on ridges. Control rhizome rot.,,,,
Tapioca,Throughout the year,8-10 months after planting,Manual,Harvest the tubers by digging around the plant.,,240-300,"Sandy loam, Red soil",,,,"Well Irrigation, Rainfed",,,,,,,,,,,,,,,,,"Salem, Namakkal, Dharmapuri, Cuddalore",,,,Plant stems at an angle. Control cassava mosaic disease.,,,,
Cashew,Throughout the year,February - May,Manual,Harvest the nuts when they fall to the ground.,,-,"Sandy loam, Red soil",,,,Rainfed,,,,,,,,,,,,,,,,,"Cuddalore, Sivaganga, Pudukkottai, Ramanathapuram",,,,Protect against tea mosquito bug. Apply fertilizers regularly.,,,,
Sesame,June - July,September - October,Manual,Cut the plants when capsules turn yellow and dry.,,80-90,"Sandy loam, Black soil",,,,"Rainfed, Well Irrigation",,,,,,,,,,,,,,,,,"Nagapattinam, Thiruvarur, Cuddalore, Villupuram",,,,Ensure proper drainage. Control phyllody.,,,,
Sunflower,June - July,September - October,Manual,Cut the heads when bracts turn yellow and dry.,,90-100,"Sandy loam, Black soil",,,,"Well Irrigation, Rainfed",,,,,,,,,,,,,,,,,"Perambalur, Ariyalur, Villupuram, Dharmapuri",,,,Plant hybrid varieties. Control head borer.,,,,
Onion,June - July,October - November,Manual,Pull out the bulbs when leaves start to dry.,,120-150,"Sandy loam, Red soil",,,,"Well Irrigation, Drip Irrigation",,,,,,,,,,,,,,,,,"Perambalur, Tiruchirappalli, Dindigul, Theni",,,,Ensure proper drainage. Control thrips.,,,,
Tomato,June - July,September - October,Manual,Pick the fruits when they are fully red.,,90-120,"Sandy loam, Red soil",,,,"Drip Irrigation, Well Irrigation",,,,,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Dindigul, Coimbatore",,,,Provide staking support. Control early and late blight.,,,,
Brinjal,June - July,September - October,Manual,Pick the fruits when they are tender and glossy.,,120-150,"Sandy loam, Black soil",,,,"Drip Irrigation, Well Irrigation",,,,,,,,,,,,,,,,,"Vellore, Tiruvannamalai, Karur, Trichy",,,,Provide staking support. Control shoot and fruit borer.,,,,
Chilli,June - July,September - October,Manual,Pick the fruits when they are fully red and dry.,,150-180,"Sandy loam, Red soil",,,,"Drip Irrigation, Well Irrigation",,,,,,,,,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar, Madurai",,,,Provide staking support. Control thrips and mites.,,,,
Tapioca,June - July,January - February,Manual,Harvest the tubers by digging around the plant.,,240-300,"Sandy loam, Red soil",,,,Well Irrigation,,,,,,,,,,,,,,,,,"Salem, Namakkal, Villupuram, Cuddalore",,,,Plant stems at an angle. Control cassava mosaic disease.,,,,
Oil Palm,Throughout the year,3-4 years after planting,Manual,Harvest bunches using a chisel.,,,Loamy soil,,,,Irrigation during dry periods,,,,,,,,,,,,,,,,,"Thanjavur, Tirunelveli, Kanyakumari",,,,Apply fertilizers as per recommendations. Prune regularly.,,,,
Mango,Throughout the year,April - June,Manual,Harvest fruits carefully to avoid damage.,,,Red sandy loam,,,,Irrigation during flowering and fruit development,,,,,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Salem, Theni",,,,Control fruit fly. Apply fertilizers regularly.,,,,
Jackfruit,Throughout the year,June - August,Manual,Harvest mature fruits by cutting the stem.,,,Loamy soil,,,,Rainfed,,,,,,,,,,,,,,,,,"Cuddalore, Kanyakumari, Salem, Coimbatore",,,,Control fruit rot. Prune regularly.,,,,
Amla,Throughout the year,November - February,Manual,Harvest fruits when they are mature and slightly yellowish.,,,Sandy loam,,,,Rainfed,,,,,,,,,,,,,,,,,"Dharmapuri, Krishnagiri, Salem, Vellore",,,,Control fruit fly. Apply fertilizers regularly.,,,,
Sapota,Throughout the year,February - May,Manual,Harvest fruits when they are soft and easily detachable.,,,Sandy loam,,,,Irrigation during dry periods,,,,,,,,,,,,,,,,,"Dindigul, Theni, Madurai, Tirunelveli",,,,Control leaf spot. Apply fertilizers regularly.,,,,
Guava,Throughout the year,September - December,Manual,Harvest fruits when they are mature and slightly soft.,,,Sandy loam,,,,Irrigation during dry periods,,,,,,,,,,,,,,,,,"Dindigul, Theni, Madurai, Trichy",,,,Control fruit fly. Apply fertilizers regularly.,,,,
Paddy (Kuruvai),June-July,September-October,Manual/Combine Harvester,Cut the paddy at 80-85% maturity and thresh.,,90-110,"Alluvial, Clay Loam",,,,"Canal, Tank, Borewell",,,,,,,,,,,,,,,,,"Thanjavur, Tiruvarur, Nagapattinam",,,,Manage weeds and pests. Apply fertilizer as per recommendation.,,,,
Paddy (Samba),August-September,January-February,Manual/Combine Harvester,Cut the paddy at 80-85% maturity and thresh.,,130-150,"Alluvial, Clay Loam",,,,"Canal, Tank, Borewell",,,,,,,,,,,,,,,,,"Thanjavur, Tiruvarur, Nagapattinam",,,,Manage weeds and pests. Apply fertilizer as per recommendation.,,,,
Bengal Gram,October-November,January-February,Manual,Harvest when pods are mature and dry.,,100-120,"Black soil, Loamy soil",,,,"Rainfed, Protective irrigation",,,,,,,,,,,,,,,,,"Coimbatore, Erode, Tiruppur",,,,Ensure good drainage. Control wilt diseases.,,,,
Jowar,June-July,October-November,Manual/Combine Harvester,Cut the stalks when grains are mature.,,110-130,"Black soil, Loamy soil",,,,"Rainfed, Protective irrigation",,,,,,,,,,,,,,,,,"Coimbatore, Erode, Tiruppur",,,,Manage shoot borer. Use drought-resistant varieties.,,,,
Bajra,June-July,October-November,Manual/Combine Harvester,Cut the stalks when grains are mature.,,90-110,"Sandy soil, Loamy soil",,,,Rainfed,,,,,,,,,,,,,,,,,"Tirunelveli, Thoothukudi, Ramanathapuram",,,,Manage downy mildew. Use drought-resistant varieties.,,,,
Redgram,June-July,January-February,Manual,Harvest when pods are mature and dry.,,180-200,"Red soil, Loamy soil",,,,"Rainfed, Protective irrigation",,,,,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Salem",,,,Manage pod borer. Use wilt-resistant varieties.,,,,
Horsegram,October-November,January-February,Manual,Harvest when pods are mature and dry.,,90-110,"Red soil, Sandy soil",,,,Rainfed,,,,,,,,,,,,,,,,,"Dharmapuri, Krishnagiri, Vellore",,,,Manage leaf spot. Ensure good drainage.,,,,
Castor,June-July,February-March,Manual,Harvest capsules when dry.,,180-240,"Sandy loam, Red soil",,,,"Rainfed, Protective irrigation",,,,,,,,,,,,,,,,,"Villupuram, Cuddalore, Perambalur",,,,Manage semilooper. Use high-yielding varieties.,,,,
Mustard,October-November,January-February,Manual,Harvest when pods are mature and dry.,,90-120,"Loamy soil, Alluvial soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Dindigul, Theni, Madurai",,,,Manage aphids. Use high-yielding varieties.,,,,
Coriander,October-November,January-February,Manual,Harvest when seeds are mature and dry.,,90-120,"Loamy soil, Black soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Madurai, Theni, Dindigul",,,,Manage powdery mildew. Ensure good drainage.,,,,
Fenugreek,October-November,January-February,Manual,Harvest when pods are mature and dry.,,90-120,"Loamy soil, Alluvial soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Madurai, Theni, Dindigul",,,,Manage leaf spot. Ensure good drainage.,,,,
Potato,October-November,January-February,Manual/Mechanical,Harvest when tubers are mature.,,90-120,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Nilgiris, Dindigul, Erode",,,,Manage late blight. Use certified seeds.,,,,
Cabbage,October-November,January-February,Manual,Harvest when heads are firm.,,90-120,"Loamy soil, Alluvial soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Nilgiris, Dindigul, Krishnagiri",,,,Manage diamondback moth. Ensure good drainage.,,,,
Cauliflower,October-November,January-February,Manual,Harvest when curds are compact and white.,,90-120,"Loamy soil, Alluvial soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Nilgiris, Dindigul, Krishnagiri",,,,Manage cutworms. Ensure good drainage.,,,,
Carrot,October-November,January-February,Manual,Harvest when roots are mature and well-colored.,,90-120,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Nilgiris, Dindigul, Theni",,,,Manage leaf blight. Ensure good drainage.,,,,
Beetroot,October-November,January-February,Manual,Harvest when roots are mature and well-colored.,,90-120,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Nilgiris, Dindigul, Theni",,,,Manage leaf spot. Ensure good drainage.,,,,
Beans,June-July,September-October,Manual,Harvest pods when tender.,,60-80,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Dindigul, Theni, Krishnagiri",,,,Manage bean mosaic virus. Provide support.,,,,
Cluster Beans,June-July,September-October,Manual,Harvest pods when tender.,,60-80,"Sandy loam, Loamy soil",,,,Rainfed,,,,,,,,,,,,,,,,,"Madurai, Theni, Dindigul",,,,Manage leaf spot. Ensure good drainage.,,,,
Snake Gourd,June-July,September-October,Manual,Harvest fruits when tender.,,90-120,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Thanjavur, Trichy, Madurai",,,,Manage fruit fly. Provide support.,,,,
Bitter Gourd,June-July,September-October,Manual,Harvest fruits when tender.,,90-120,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Thanjavur, Trichy, Madurai",,,,Manage fruit fly. Provide support.,,,,
Ash Gourd,June-July,September-October,Manual,Harvest fruits when mature.,,120-150,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Thanjavur, Trichy, Madurai",,,,Manage fruit fly. Ensure good drainage.,,,,
Pumpkin,June-July,September-October,Manual,Harvest fruits when mature.,,120-150,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Thanjavur, Trichy, Madurai",,,,Manage fruit fly. Ensure good drainage.,,,,
Watermelon,February-March,May-June,Manual,Harvest when fruit sounds hollow when tapped.,,90-120,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Karur, Trichy, Perambalur",,,,Manage fruit fly. Ensure good drainage.,,,,
Muskmelon,February-March,May-June,Manual,Harvest when fruit detaches easily from the vine.,,90-120,"Sandy loam, Loamy soil",,,,Irrigated,,,,,,,,,,,,,,,,,"Karur, Trichy, Perambalur",,,,Manage fruit fly. Ensure good drainage.,,,,
Sweet Potato,June-July,November-December,Manual,Harvest tubers when mature.,,120-150,"Sandy loam, Loamy soil",,,,"Rainfed, Irrigated",,,,,,,,,,,,,,,,,"Dindigul, Tirunelveli, Thoothukudi",,,,Manage sweet potato weevil. Use disease-free planting material.,,,,
Small Onion,July-August,October-November,Manual,Harvest when leaves start to dry,,60-70,"Sandy loam, Red soil",,,,Well irrigation,,,,,,,,,,,,,,,,,"Perambalur, Dindigul, Tiruchirappalli",,,,"Maintain proper drainage, manage basal rot effectively",,,,
Sugarcane,February - March,December - January (12-18 months),Manual/Mechanical,Harvest canes when sucrose content is high. Avoid lodging.,,,,,,,"Drip Irrigation, Furrow Irrigation",,,,Loamy soil,,,,,,,,,,,,,"Karur, Erode, Namakkal, Tiruvannamalai",365-540,,,,,Ensure proper drainage. Apply recommended fertilizers.,,
Cotton,June - July,November - December,Manual,Pick kapas when bolls are fully open. Avoid mixing with trash.,,,,,,,"Drip Irrigation, Sprinkler Irrigation",,,,Black soil,,,,,,,,,,,,,"Coimbatore, Madurai, Virudhunagar, Tiruppur",180-200,,,,,Control pests and diseases effectively. Use Bt cotton varieties.,,
Groundnut,June - July,September - October,Manual/Mechanical,Harvest pods when kernels are mature. Dry pods properly before storage.,,,,,,,"Well Irrigation, Rainfed",,,,Sandy loam,,,,,,,,,,,,,"Villupuram, Tiruvannamalai, Vellore, Salem",120-130,,,,,Ensure proper drainage. Apply gypsum for pod development.,,
Maize,June - July,September - October,Manual/Mechanical,Harvest cobs when kernels are dented and moisture content is low.,,,,,,,"Well Irrigation, Canal Irrigation",,,,Loamy soil,,,,,,,,,,,,,"Dindigul, Perambalur, Ariyalur, Salem",90-100,,,,,Use hybrid seeds and follow recommended agronomic practices.,,
Blackgram,June - July,September - October,Manual,Harvest pods when they turn black. Thresh and clean seeds.,,,,,,,"Rainfed, Well Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Thoothukudi, Tirunelveli, Madurai, Ramanathapuram",70-80,,,,,Ensure proper drainage. Control pests like pod borers.,,
Greengram,June - July,September - October,Manual,Harvest pods when they turn yellow. Thresh and clean seeds.,,,,,,,"Rainfed, Well Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Thiruvallur, Kanchipuram, Vellore, Tiruvannamalai",60-70,,,,,Ensure proper drainage. Control pests like pod borers.,,
Sunflower,June - July,September - October,Manual,Harvest heads when back turns yellow. Dry heads properly.,,,,,,,"Well Irrigation, Drip Irrigation",,,,Loamy soil,,,,,,,,,,,,,"Erode, Coimbatore, Tiruppur, Karur",90-100,,,,,Ensure proper pollination. Control pests like head borers.,,
Turmeric,April - May,January - February (9 months),Manual,Harvest rhizomes when leaves turn yellow and dry.,,,,,,,"Well Irrigation, Sprinkler Irrigation",,,,Loamy soil,,,,,,,,,,,,,"Erode, Salem, Karur, Dindigul",270,,,,,Provide shade during initial stages. Control rhizome rot.,,
Banana,Throughout the year,Throughout the year (12-15 months),Manual,Harvest bunches when fingers are full and rounded.,,,,,,,Drip Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Trichy, Theni, Tirunelveli, Thoothukudi",365-450,,,,,Provide proper support. Manage nematodes and Sigatoka leaf spot.,,
Tapioca,May - June,February - March (8-10 months),Manual,Harvest tubers when they are mature and starch content is high.,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Salem, Namakkal, Dharmapuri, Villupuram",240-300,,,,,Ensure proper drainage. Control mosaic disease.,,
Cashew,June - July,February - March,Manual,Harvest nuts when they fall from the tree.,,,,,,,"Rainfed, Supplemental Irrigation",,,,Laterite soil,,,,,,,,,,,,,"Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram",N/A,,,,,Control tea mosquito bug. Apply fertilizers regularly.,,
Mango,June - July,April - May,Manual,Harvest fruits when they are mature but still firm.,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Salem, Vellore",N/A,,,,,Control fruit fly. Manage powdery mildew.,,
Coconut,Throughout the year,Throughout the year,Manual,Harvest nuts when they are mature and the husk is brown.,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Coimbatore, Pollachi, Thanjavur, Kanyakumari",N/A,,,,,Provide proper drainage. Control rhinoceros beetle.,,
Tomato,June - July,September - October,Manual,Harvest fruits when they are fully ripe and red.,,,,,,,"Drip Irrigation, Sprinkler Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Theni, Coimbatore",90-100,,,,,Provide support. Control early and late blight.,,
Brinjal,June - July,September - October,Manual,Harvest fruits when they are glossy and tender.,,,,,,,"Drip Irrigation, Sprinkler Irrigation",,,,Loamy soil,,,,,,,,,,,,,"Vellore, Tiruvannamalai, Krishnagiri, Dharmapuri",120-130,,,,,Control shoot and fruit borer. Manage bacterial wilt.,,
Okra,June - July,September - October,Manual,Harvest pods when they are tender and 4-5 inches long.,,,,,,,"Well Irrigation, Drip Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Perambalur, Ariyalur, Trichy, Karur",60-70,,,,,Control yellow vein mosaic virus. Manage fruit borer.,,
Chillies,June - July,September - October,Manual,Harvest fruits when they turn red and are fully ripe.,,,,,,,"Drip Irrigation, Sprinkler Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar, Thoothukudi",150-180,,,,,Control thrips and mites. Manage fruit rot.,,
Onion,June - July,September - October,Manual,Harvest bulbs when tops fall over. Cure bulbs properly.,,,,,,,"Drip Irrigation, Furrow Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Perambalur, Tiruchirappalli, Dindigul, Karur",120-150,,,,,Ensure proper drainage. Control thrips and purple blotch.,,
Tapioca,September - October,June - July (8-10 months),Manual,Harvest tubers when they are mature and starch content is high.,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Salem, Namakkal, Dharmapuri, Villupuram",240-300,,,,,Ensure proper drainage. Control mosaic disease.,,
Cashew,September - October,June - July,Manual,Harvest nuts when they fall from the tree.,,,,,,,"Rainfed, Supplemental Irrigation",,,,Laterite soil,,,,,,,,,,,,,"Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram",N/A,,,,,Control tea mosquito bug. Apply fertilizers regularly.,,
Mango,September - October,July - August,Manual,Harvest fruits when they are mature but still firm.,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Salem, Vellore",N/A,,,,,Control fruit fly. Manage powdery mildew.,,
Coconut,September - October,Throughout the year,Manual,Harvest nuts when they are mature and the husk is brown.,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Coimbatore, Pollachi, Thanjavur, Kanyakumari",N/A,,,,,Provide proper drainage. Control rhinoceros beetle.,,
Tomato,September - October,December - January,Manual,Harvest fruits when they are fully ripe and red.,,,,,,,"Drip Irrigation, Sprinkler Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Theni, Coimbatore",90-100,,,,,Provide support. Control early and late blight.,,
Brinjal,September - October,December - January,Manual,Harvest fruits when they are glossy and tender.,,,,,,,"Drip Irrigation, Sprinkler Irrigation",,,,Loamy soil,,,,,,,,,,,,,"Vellore, Tiruvannamalai, Krishnagiri, Dharmapuri",120-130,,,,,Control shoot and fruit borer. Manage bacterial wilt.,,
Okra,September - October,December - January,Manual,Harvest pods when they are tender and 4-5 inches long.,,,,,,,"Well Irrigation, Drip Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Perambalur, Ariyalur, Trichy, Karur",60-70,,,,,Control yellow vein mosaic virus. Manage fruit borer.,,
Chillies,September - October,December - January,Manual,Harvest fruits when they turn red and are fully ripe.,,,,,,,"Drip Irrigation, Sprinkler Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar, Thoothukudi",150-180,,,,,Control thrips and mites. Manage fruit rot.,,
Onion,September - October,December - January,Manual,Harvest bulbs when tops fall over. Cure bulbs properly.,,,,,,,"Drip Irrigation, Furrow Irrigation",,,,Sandy loam,,,,,,,,,,,,,"Perambalur, Tiruchirappalli, Dindigul, Karur",120-150,,,,,Ensure proper drainage. Control thrips and purple blotch.,,
Horsegram,October-November,January-February,Manual,Harvest when pods are dry and thresh them.,,,,,,,Rainfed,,,,Sandy Loam,,,,,,,,,,,,,"Dharmapuri, Krishnagiri, Salem",90-100,,,,,Ensure good drainage. Control pests like aphids.,,
Cumbu (Pearl Millet),June - July,September - October,Manual,Harvest when grains are mature and thresh.,,,,,,,"Rainfed, Well Irrigation",,,,Sandy Loam,,,,,,,,,,,,,"Tiruvannamalai, Villupuram, Vellore",90-100,,,,,Use drought resistant varieties. Control downy mildew.,,
Ragi (Finger Millet),June - July,September - October,Manual,Harvest when grains are mature and thresh.,,,,,,,"Rainfed, Well Irrigation",,,,Red Loamy,,,,,,,,,,,,,"Dharmapuri, Krishnagiri, Salem",110-120,,,,,Use improved varieties. Control blast disease.,,
Pulses (Redgram),June - July,December - January,Manual,Harvest pods when dry and thresh.,,,,,,,"Rainfed, Well Irrigation",,,,Red Loamy,,,,,,,,,,,,,"Salem, Dharmapuri, Krishnagiri",150-180,,,,,Manage pod borers. Apply Rhizobium culture.,,
Sesame,June - July,September - October,Manual,Harvest when capsules turn yellow and thresh.,,,,,,,Well Irrigation,,,,Sandy Loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Tiruvarur",90-100,,,,,Control phyllody. Ensure proper drainage.,,
Castor,June - July,December - January,Manual,Harvest capsules when dry and thresh.,,,,,,,Well Irrigation,,,,Sandy Loam,,,,,,,,,,,,,"Villupuram, Vellore, Tiruvannamalai",180-200,,,,,Control semi-looper. Use hybrid varieties.,,
Jasmine,Throughout the year,Throughout the year,Manual,Harvest flowers in the early morning.,,,,,,,Well Irrigation,,,,Red Loamy,,,,,,,,,,,,,"Madurai, Dindigul, Theni",N/A,,,,,Prune regularly. Control bud worm.,,
Marigold,Throughout the year,Throughout the year,Manual,Harvest flowers when fully opened.,,,,,,,Well Irrigation,,,,Sandy Loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Theni",N/A,,,,,Control nematodes. Apply proper nutrition.,,
Rose,Throughout the year,Throughout the year,Manual,Harvest flowers when buds are about to open.,,,,,,,Well Irrigation,,,,Red Loamy,,,,,,,,,,,,,"Nilgiris, Dindigul, Krishnagiri",N/A,,,,,Prune regularly. Control black spot.,,
Cardamom,June - July,December - January,Manual,Harvest capsules when fully mature.,,,,,,,Rainfed,,,,Forest Loamy,,,,,,,,,,,,,"Theni, Dindigul, Tirunelveli",N/A,,,,,Provide shade. Control thrips and capsule rot.,,
Coffee,June - July,November - December,Manual,Harvest berries when fully ripe.,,,,,,,Rainfed,,,,Lateritic Loamy,,,,,,,,,,,,,"Dindigul, Theni, Nilgiris",N/A,,,,,Provide shade. Control coffee berry borer.,,
Tea,Throughout the year,Throughout the year,Manual,Harvest young leaves (two leaves and a bud).,,,,,,,Rainfed,,,,Acidic Loamy,,,,,,,,,,,,,"Nilgiris, Coimbatore",N/A,,,,,Prune regularly. Control tea mosquito bug.,,
